"Date","Price","Open","High","Low","Vol.","Change %"
"05/23/2024","1,796.00","1,796.00","1,796.00","1,796.00","","-0.44%"
"05/22/2024","1,804.00","1,804.00","1,804.00","1,804.00","","-1.37%"
"05/21/2024","1,829.00","1,829.00","1,829.00","1,829.00","","-0.97%"
"05/20/2024","1,847.00","1,847.00","1,847.00","1,847.00","","0.16%"
"05/17/2024","1,844.00","1,844.00","1,844.00","1,844.00","","1.49%"
"05/16/2024","1,817.00","1,817.00","1,817.00","1,817.00","","-3.81%"
"05/15/2024","1,889.00","1,889.00","1,889.00","1,889.00","","-5.22%"
"05/14/2024","1,993.00","1,993.00","1,993.00","1,993.00","","-3.53%"
"05/13/2024","2,066.00","2,066.00","2,066.00","2,066.00","","-2.96%"
"05/10/2024","2,129.00","2,129.00","2,129.00","2,129.00","","-1.71%"
"05/09/2024","2,166.00","2,166.00","2,166.00","2,166.00","","-1.68%"
"05/08/2024","2,203.00","2,203.00","2,203.00","2,203.00","","5.76%"
"05/07/2024","2,083.00","2,083.00","2,083.00","2,083.00","","11.03%"
"05/03/2024","1,876.00","1,876.00","1,876.00","1,876.00","","5.75%"
"05/02/2024","1,774.00","1,774.00","1,774.00","1,774.00","","5.09%"
"05/01/2024","1,688.00","1,688.00","1,688.00","1,688.00","","0.18%"
"04/30/2024","1,685.00","1,685.00","1,685.00","1,685.00","","0.06%"
"04/29/2024","1,684.00","1,684.00","1,684.00","1,684.00","","-2.15%"
"04/26/2024","1,721.00","1,721.00","1,721.00","1,721.00","","-1.26%"
"04/25/2024","1,743.00","1,743.00","1,743.00","1,743.00","","-1.75%"
"04/24/2024","1,774.00","1,774.00","1,774.00","1,774.00","","-1.66%"
"04/23/2024","1,804.00","1,804.00","1,804.00","1,804.00","","-4.14%"
"04/22/2024","1,882.00","1,882.00","1,882.00","1,882.00","","-1.93%"
"04/19/2024","1,919.00","1,919.00","1,919.00","1,919.00","","0.95%"
"04/18/2024","1,901.00","1,901.00","1,901.00","1,901.00","","3.09%"
"04/17/2024","1,844.00","1,844.00","1,844.00","1,844.00","","3.65%"
"04/16/2024","1,779.00","1,779.00","1,779.00","1,779.00","","2.83%"
"04/15/2024","1,730.00","1,730.00","1,730.00","1,730.00","","0.06%"
"04/12/2024","1,729.00","1,729.00","1,729.00","1,729.00","","2.31%"
"04/11/2024","1,690.00","1,690.00","1,690.00","1,690.00","","6.49%"
"04/10/2024","1,587.00","1,587.00","1,587.00","1,587.00","","1.08%"
"04/09/2024","1,570.00","1,570.00","1,570.00","1,570.00","","-1.51%"
"04/08/2024","1,594.00","1,594.00","1,594.00","1,594.00","","-2.09%"
"04/05/2024","1,628.00","1,628.00","1,628.00","1,628.00","","-2.46%"
"04/04/2024","1,669.00","1,669.00","1,669.00","1,669.00","","-2.45%"
"04/03/2024","1,711.00","1,711.00","1,711.00","1,711.00","","-0.18%"
"04/02/2024","1,714.00","1,714.00","1,714.00","1,714.00","","-5.88%"
"03/28/2024","1,821.00","1,821.00","1,821.00","1,821.00","","-1.30%"
"03/27/2024","1,845.00","1,845.00","1,845.00","1,845.00","","-7.24%"
"03/26/2024","1,989.00","1,989.00","1,989.00","1,989.00","","-6.31%"
"03/25/2024","2,123.00","2,123.00","2,123.00","2,123.00","","-3.32%"
"03/22/2024","2,196.00","2,196.00","2,196.00","2,196.00","","-1.96%"
"03/21/2024","2,240.00","2,240.00","2,240.00","2,240.00","","-1.93%"
"03/20/2024","2,284.00","2,284.00","2,284.00","2,284.00","","-4.52%"
"03/19/2024","2,392.00","2,392.00","2,392.00","2,392.00","","-1.12%"
"03/18/2024","2,419.00","2,419.00","2,419.00","2,419.00","","1.90%"
"03/15/2024","2,374.00","2,374.00","2,374.00","2,374.00","","1.02%"
"03/14/2024","2,350.00","2,350.00","2,350.00","2,350.00","","-0.84%"
"03/13/2024","2,370.00","2,370.00","2,370.00","2,370.00","","2.38%"
"03/12/2024","2,315.00","2,315.00","2,315.00","2,315.00","","-2.61%"
"03/11/2024","2,377.00","2,377.00","2,377.00","2,377.00","","1.36%"
"03/08/2024","2,345.00","2,345.00","2,345.00","2,345.00","","4.18%"
"03/07/2024","2,251.00","2,251.00","2,251.00","2,251.00","","3.45%"
"03/06/2024","2,176.00","2,176.00","2,176.00","2,176.00","","-5.02%"
"03/05/2024","2,291.00","2,291.00","2,291.00","2,291.00","","-0.26%"
"03/04/2024","2,297.00","2,297.00","2,297.00","2,297.00","","4.27%"
"03/01/2024","2,203.00","2,203.00","2,203.00","2,203.00","","4.36%"
"02/29/2024","2,111.00","2,111.00","2,111.00","2,111.00","","3.43%"
"02/28/2024","2,041.00","2,041.00","2,041.00","2,041.00","","7.48%"
"02/27/2024","1,899.00","1,899.00","1,899.00","1,899.00","","1.50%"
"02/26/2024","1,871.00","1,871.00","1,871.00","1,871.00","","0.27%"
"02/23/2024","1,866.00","1,866.00","1,866.00","1,866.00","","6.51%"
"02/22/2024","1,752.00","1,752.00","1,752.00","1,752.00","","4.53%"
"02/21/2024","1,676.00","1,676.00","1,676.00","1,676.00","","2.70%"
"02/20/2024","1,632.00","1,632.00","1,632.00","1,632.00","","0.18%"
"02/19/2024","1,629.00","1,629.00","1,629.00","1,629.00","","1.18%"
"02/16/2024","1,610.00","1,610.00","1,610.00","1,610.00","","1.83%"
"02/15/2024","1,581.00","1,581.00","1,581.00","1,581.00","","-0.06%"
"02/14/2024","1,582.00","1,582.00","1,582.00","1,582.00","","-0.19%"
"02/13/2024","1,585.00","1,585.00","1,585.00","1,585.00","","0.83%"
"02/12/2024","1,572.00","1,572.00","1,572.00","1,572.00","","1.75%"
